IDJwb,IDPSJ,questions,answerKeys,answer,raw_grade,max_grade,grade,labela,label,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,grade_num,is_synthetic,inverse_words
41,1,Ada empat macam karakter atau olah yang diusulkan oleh Ki Hajar Dewantara untuk membangun kerja sama dan gotong royong. Jelaskan karakter-karakter tersebut?,"Olah pikir = Berpikiran kritis dalam segala situasi yang terjadi.

Olah hati = Melakukan suatu kegiatan berdasarkan hati nurani kita.

Olah raga = Memiliki sifat dan mental yang kuat.

Olah hati dan karsa = Kreatif dalam melakukan sesuatu.","1.OLAH RASA OLAH RASA ADALAH OLAH PERASAAN KITA MENJADI PERASAAN BAIK SAAT MELAKUKAN KERJASAMA DAN GOTONG ROYONG
2.OLAH HATI OLAH HATI ADALAH MENGOLAH HATI KITA MENJADI BAIK SAAT MELAKUKAN KERJASAMA ATAU GOTONG ROYONG
3.OLAH PIKIRAN OLAH PIKIRAN ADALAH MENGELOLA PIKIRAN KITA MENJADI BAIK SAAT MELAKUKAN KERJASAMA ATAU GOTONG ROYONG
4.SOLADARITAS SOLADARITAS ADALAH SIKAP MENGHARGAI SATU SAMA LAIN TANPA MEMBEDAKAN SUKU,RAS,AGAMA SAAT MELAKUKAN GOTONG ROYONG DAN KERJASAMA",40,50,"8,00",B,4,,,,,,,,,,,,,,,,8,0,
42,1,Ada empat macam karakter atau olah yang diusulkan oleh Ki Hajar Dewantara untuk membangun kerja sama dan gotong royong. Jelaskan karakter-karakter tersebut?,"Olah pikir = Berpikiran kritis dalam segala situasi yang terjadi.

Olah hati = Melakukan suatu kegiatan berdasarkan hati nurani kita.

Olah raga = Memiliki sifat dan mental yang kuat.

Olah hati dan karsa = Kreatif dalam melakukan sesuatu.","Empat karakter yang di usulkan Ki Hajar Dewantara untuk membangun kerjasama dan gotong royong:
-Karakter tolong menolong
-Karakter yang mau ikut serta dalam penderitaan atau kesusahan orang lain
-Karakter yang mau bekerja sama
-Karakter yang mementingkan kebersamaan",30,50,"6,00",C,3,,,,,,,,,,,,,,,,6,0,
43,1,Ada empat macam karakter atau olah yang diusulkan oleh Ki Hajar Dewantara untuk membangun kerja sama dan gotong royong. Jelaskan karakter-karakter tersebut?,"Olah pikir = Berpikiran kritis dalam segala situasi yang terjadi.

Olah hati = Melakukan suatu kegiatan berdasarkan hati nurani kita.

Olah raga = Memiliki sifat dan mental yang kuat.

Olah hati dan karsa = Kreatif dalam melakukan sesuatu.","OLAH rasa: berwarna hijau
olah pikir: berwarna biru  pikir
olah hati: berwarna kuning hati yang tenang damai
olah karsa dan        : berwarna merah pinter teliti  dab bisa berkembang",45,50,"9,00",A,5,,,,,,,,,,,,,,,,9,0,
44,1,Ada empat macam karakter atau olah yang diusulkan oleh Ki Hajar Dewantara untuk membangun kerja sama dan gotong royong. Jelaskan karakter-karakter tersebut?,"Olah pikir = Berpikiran kritis dalam segala situasi yang terjadi.

Olah hati = Melakukan suatu kegiatan berdasarkan hati nurani kita.

Olah raga = Memiliki sifat dan mental yang kuat.

Olah hati dan karsa = Kreatif dalam melakukan sesuatu.","Karakter karakter yang diusulkan oleh Ki Hajar Dewantara :

1. Karakter saling menolong.
2. Karakter yang mau bekerjasama.
3. Karakter yang peduli terhadap penderitaan orang lain.
4. Karakter yang mementingkan sikap rela berkorban dari segala penderitaan.",30,50,"6,00",C,3,,,,,,,,,,,,,,,,6,0,
45,1,Ada empat macam karakter atau olah yang diusulkan oleh Ki Hajar Dewantara untuk membangun kerja sama dan gotong royong. Jelaskan karakter-karakter tersebut?,"Olah pikir = Berpikiran kritis dalam segala situasi yang terjadi.

Olah hati = Melakukan suatu kegiatan berdasarkan hati nurani kita.

Olah raga = Memiliki sifat dan mental yang kuat.

Olah hati dan karsa = Kreatif dalam melakukan sesuatu.","1.olah raga

2.olah rasa

3.olah pikir.

4.olah hati",40,50,"8,00",B,4,,,,,,,,,,,,,,,,8,0,
46,1,Ada empat macam karakter atau olah yang diusulkan oleh Ki Hajar Dewantara untuk membangun kerja sama dan gotong royong. Jelaskan karakter-karakter tersebut?,"Olah pikir = Berpikiran kritis dalam segala situasi yang terjadi.

Olah hati = Melakukan suatu kegiatan berdasarkan hati nurani kita.

Olah raga = Memiliki sifat dan mental yang kuat.

Olah hati dan karsa = Kreatif dalam melakukan sesuatu.","Olah hati: suka damai, harmonis
Olah pikir: hati hati,teliti
Olah raga: cerdas
Olah rasa: kreatif,komunikatif",50,50,"10,00",A,5,,,,,,,,,,,,,,,,10,0,
47,1,Ada empat macam karakter atau olah yang diusulkan oleh Ki Hajar Dewantara untuk membangun kerja sama dan gotong royong. Jelaskan karakter-karakter tersebut?,"Olah pikir = Berpikiran kritis dalam segala situasi yang terjadi.

Olah hati = Melakukan suatu kegiatan berdasarkan hati nurani kita.

Olah raga = Memiliki sifat dan mental yang kuat.

Olah hati dan karsa = Kreatif dalam melakukan sesuatu.","1. Olah hati Adalah mengolah hati kita saat kita ingin melalukan apapun itu supaya yg kita lakukan menjadi baik
2. Olah pikiran Adalah gimana kita cara mengolah pikiran kita supaya berpikir sebelum melakukan
3. Olah rasa Adalah gimana kita cara mengolah perasaan kita suapaya tidak gampang emosi
4. Solidaritas Adalah saling menghargai satu sama lain atau berbeda suku atau agama supaya menciptakan kehidupan yang harmonis",50,50,"10,00",A,5,,,,,,,,,,,,,,,,10,0,
48,1,Ada empat macam karakter atau olah yang diusulkan oleh Ki Hajar Dewantara untuk membangun kerja sama dan gotong royong. Jelaskan karakter-karakter tersebut?,"Olah pikir = Berpikiran kritis dalam segala situasi yang terjadi.

Olah hati = Melakukan suatu kegiatan berdasarkan hati nurani kita.

Olah raga = Memiliki sifat dan mental yang kuat.

Olah hati dan karsa = Kreatif dalam melakukan sesuatu.","- sikap saling ingin membantu sesama
- sikap yang ingin bekerja sama dan tidak egois
- sikap baik dan selalu ramah kepada masyarakat yang ada didaerah tersebut
- sikap yang saling empati kepada sesama tanpa membeda bedakan dari suku, ras maupun agama",30,50,"6,00",C,3,,,,,,,,,,,,,,,,6,0,
49,1,Ada empat macam karakter atau olah yang diusulkan oleh Ki Hajar Dewantara untuk membangun kerja sama dan gotong royong. Jelaskan karakter-karakter tersebut?,"Olah pikir = Berpikiran kritis dalam segala situasi yang terjadi.

Olah hati = Melakukan suatu kegiatan berdasarkan hati nurani kita.

Olah raga = Memiliki sifat dan mental yang kuat.

Olah hati dan karsa = Kreatif dalam melakukan sesuatu.","-olah pikiran
-olah raga
-olah otak
-olah tenaga",35,50,"7,00",B,4,,,,,,,,,,,,,,,,7,0,
50,1,Ada empat macam karakter atau olah yang diusulkan oleh Ki Hajar Dewantara untuk membangun kerja sama dan gotong royong. Jelaskan karakter-karakter tersebut?,"Olah pikir = Berpikiran kritis dalam segala situasi yang terjadi.

Olah hati = Melakukan suatu kegiatan berdasarkan hati nurani kita.

Olah raga = Memiliki sifat dan mental yang kuat.

Olah hati dan karsa = Kreatif dalam melakukan sesuatu.","1.OLAH RASA;OLAH RASA ADALAH MENGOLAH PERASAAN KITA MENJADI PERASAAN YANG BAIK  SAAT MELAKUKAN KERJASAMA DAN GOTONG ROYONG
2.OLAH PIKIRAN;JIKA OLAH PIKIRAN ADALAH MENGELOLA PIKIRAN KITA MENJADI BAIK SAAT KITA MELAKUKAN KERJASAMA DAN GOTONG ROYONG
3.OLAH SOLIDARITAS;SIKAP YANG MENHARGAI SAAT KITA MELAKUKAN KERJASAMA DAN GOTONG ROYONG
4.OLAH HATI;SAAT KITA MENGELOLA HATI KITA MENJADI BAIK SAAT MELAKUKAN KERJASAMA DAN GOTONG ROYONG",50,50,"10,00",A,5,,,,,,,,,,,,,,,,10,0,
51,1,Ada empat macam karakter atau olah yang diusulkan oleh Ki Hajar Dewantara untuk membangun kerja sama dan gotong royong. Jelaskan karakter-karakter tersebut?,"Olah pikir = Berpikiran kritis dalam segala situasi yang terjadi.

Olah hati = Melakukan suatu kegiatan berdasarkan hati nurani kita.

Olah raga = Memiliki sifat dan mental yang kuat.

Olah hati dan karsa = Kreatif dalam melakukan sesuatu.","Karakter biru=karakter biru itu biasanya cenderung ke orang yang  suka menolong dan rendah hati
karakter kuning=karakter kuning biasanya cenderung dimiliki oleh para orang yang suka berolahraga karena biasanya karakter kuning itu orang orang yang kuat dan berani
karakter hijau=karakter hijau biasanya lebih cenderung mengajarkan ilmu ilmu pengetahuan,contohnya tentang ilmu agama
karakter merah=karakter merah biasanya cenderung ke kereatifitas dan komukasi karakter merah gampang bergaul dengan orang lain",50,50,"10,00",A,5,,,,,,,,,,,,,,,,10,0,
52,1,Ada empat macam karakter atau olah yang diusulkan oleh Ki Hajar Dewantara untuk membangun kerja sama dan gotong royong. Jelaskan karakter-karakter tersebut?,"Olah pikir = Berpikiran kritis dalam segala situasi yang terjadi.

Olah hati = Melakukan suatu kegiatan berdasarkan hati nurani kita.

Olah raga = Memiliki sifat dan mental yang kuat.

Olah hati dan karsa = Kreatif dalam melakukan sesuatu.","1. saling menolong
2.saling bekerjasama
3. sikap saling peduli dengan sesama
4. sikap rela berkorban",30,50,"6,00",C,3,,,,,,,,,,,,,,,,6,0,
53,1,Ada empat macam karakter atau olah yang diusulkan oleh Ki Hajar Dewantara untuk membangun kerja sama dan gotong royong. Jelaskan karakter-karakter tersebut?,"Olah pikir = Berpikiran kritis dalam segala situasi yang terjadi.

Olah hati = Melakukan suatu kegiatan berdasarkan hati nurani kita.

Olah raga = Memiliki sifat dan mental yang kuat.

Olah hati dan karsa = Kreatif dalam melakukan sesuatu.","1. olah pikir : olah pikir adalah suatu kararter yang menggambarkan bahwa semakin kita dewasa kita harus mempunyai pikiran yang dewasa, berfikir kritis

2. olah raga : olah raga adalah suatu karakter yang menggambarkan bahwa kita harus mempunyai tingkat kekreatifan

3. olah hati : olah hati adalah karakter yang menggambrkan sikap kerendah hatian, yang dapat menimbulkan hal hal positif nanti nya

4. olah rasa : olah rasa adalah karakter yang menggambarkan bahwa setiap manusia harus mempunyai perasaan kpd sesama nya , rasa tanggung jawab, rasa ke pekaan, dan lain sebagainya",50,50,"10,00",A,5,,,,,,,,,,,,,,,,10,0,
54,1,Ada empat macam karakter atau olah yang diusulkan oleh Ki Hajar Dewantara untuk membangun kerja sama dan gotong royong. Jelaskan karakter-karakter tersebut?,"Olah pikir = Berpikiran kritis dalam segala situasi yang terjadi.

Olah hati = Melakukan suatu kegiatan berdasarkan hati nurani kita.

Olah raga = Memiliki sifat dan mental yang kuat.

Olah hati dan karsa = Kreatif dalam melakukan sesuatu.","mendapatkan lingkungan bersih
mendapatkkan lingkunngan indah",20,50,"4,00",D,2,,,,,,,,,,,,,,,,4,0,
55,1,Ada empat macam karakter atau olah yang diusulkan oleh Ki Hajar Dewantara untuk membangun kerja sama dan gotong royong. Jelaskan karakter-karakter tersebut?,"Olah pikir = Berpikiran kritis dalam segala situasi yang terjadi.

Olah hati = Melakukan suatu kegiatan berdasarkan hati nurani kita.

Olah raga = Memiliki sifat dan mental yang kuat.

Olah hati dan karsa = Kreatif dalam melakukan sesuatu.","Tolong menolong, empati, sikap salidaritas yang tinggi, dan saling mendukung",30,50,"6,00",C,3,,,,,,,,,,,,,,,,6,0,
56,1,Ada empat macam karakter atau olah yang diusulkan oleh Ki Hajar Dewantara untuk membangun kerja sama dan gotong royong. Jelaskan karakter-karakter tersebut?,"Olah pikir = Berpikiran kritis dalam segala situasi yang terjadi.

Olah hati = Melakukan suatu kegiatan berdasarkan hati nurani kita.

Olah raga = Memiliki sifat dan mental yang kuat.

Olah hati dan karsa = Kreatif dalam melakukan sesuatu.","mempererat kesaudaraan antar bangsa indonesia
membangun sosial yang baik
tidak bergantung dengan satu orang
pekerjaan yang berat menjadi gampang",30,50,"6,00",C,3,,,,,,,,,,,,,,,,6,0,
57,1,Ada empat macam karakter atau olah yang diusulkan oleh Ki Hajar Dewantara untuk membangun kerja sama dan gotong royong. Jelaskan karakter-karakter tersebut?,"Olah pikir = Berpikiran kritis dalam segala situasi yang terjadi.

Olah hati = Melakukan suatu kegiatan berdasarkan hati nurani kita.

Olah raga = Memiliki sifat dan mental yang kuat.

Olah hati dan karsa = Kreatif dalam melakukan sesuatu.","1. Olah pikiran
2. Olah hati
3. Olah raga
4. Olah rasa atau karsa",40,50,"8,00",B,4,,,,,,,,,,,,,,,,8,0,
58,1,Ada empat macam karakter atau olah yang diusulkan oleh Ki Hajar Dewantara untuk membangun kerja sama dan gotong royong. Jelaskan karakter-karakter tersebut?,"Olah pikir = Berpikiran kritis dalam segala situasi yang terjadi.

Olah hati = Melakukan suatu kegiatan berdasarkan hati nurani kita.

Olah raga = Memiliki sifat dan mental yang kuat.

Olah hati dan karsa = Kreatif dalam melakukan sesuatu.","Olah raga: mengolah raga kita untuk membantu orang lain.
Olah rasa: mengolah rasa/perasaan kita terhadap sekitar.
Olah pikir: mengolah pikiran dari diri kita.
Olah hati: mengolah hati terhadap kondisi/situasi sekitar.",50,50,"10,00",A,5,,,,,,,,,,,,,,,,10,0,
59,1,Ada empat macam karakter atau olah yang diusulkan oleh Ki Hajar Dewantara untuk membangun kerja sama dan gotong royong. Jelaskan karakter-karakter tersebut?,"Olah pikir = Berpikiran kritis dalam segala situasi yang terjadi.

Olah hati = Melakukan suatu kegiatan berdasarkan hati nurani kita.

Olah raga = Memiliki sifat dan mental yang kuat.

Olah hati dan karsa = Kreatif dalam melakukan sesuatu.","- Olah rasa = Olah rasa adalah sifat yang kreatif dan mempunyai ide.
- Olah pikir = Olah pikir adalah suatu pikiran yang akademis dan logika.
- Olah raga = Olah raga adalah sifat yang berjiwa bergerak dan membantu sesama. 
- Olah hati = Olah hati adalah perasaan yang empati seperti baik, peduli, dan ingin saling menghargai sesama.",50,50,"10,00",A,5,,,,,,,,,,,,,,,,10,0,
60,1,Ada empat macam karakter atau olah yang diusulkan oleh Ki Hajar Dewantara untuk membangun kerja sama dan gotong royong. Jelaskan karakter-karakter tersebut?,"Olah pikir = Berpikiran kritis dalam segala situasi yang terjadi.

Olah hati = Melakukan suatu kegiatan berdasarkan hati nurani kita.

Olah raga = Memiliki sifat dan mental yang kuat.

Olah hati dan karsa = Kreatif dalam melakukan sesuatu.","1. Olah hati artinya seseorang mempunyai sifat yang bersemangat dan baik, suka membantu
2. Olah pikir artinya seseorang memiliki sifat yang cenderung lebih suka mencapai tujuan tertentu secara individu, dan juga pasti merasa kurang dengan hasil yang didapat seperti dalam pendidikan menginginkan nilai seratus dalam semua mata pelajaran.
3. Olah raga artinya seseorang bukan hanya memiliki tubuh yang kuat akan tetapi juga ada sifat pekerja keras, sopan, dan disiplin dalam latihan. contohnya dalam pertandingan bulutangkis ganda putra yang badan nya kecil cenderung mengambil cock bagian depan net atau shuttlecock, dan yang badan nya tinggi berada di bagian belakang untuk melakukan smash yang kencang.
4. Olah rasa artinya seseorang memiliki karakter yang baik dan cenderung lebih semangat.",50,50,"10,00",A,5,,,,,,,,,,,,,,,,10,0,
61,1,Ada empat macam karakter atau olah yang diusulkan oleh Ki Hajar Dewantara untuk membangun kerja sama dan gotong royong. Jelaskan karakter-karakter tersebut?,"Olah pikir = Berpikiran kritis dalam segala situasi yang terjadi.

Olah hati = Melakukan suatu kegiatan berdasarkan hati nurani kita.

Olah raga = Memiliki sifat dan mental yang kuat.

Olah hati dan karsa = Kreatif dalam melakukan sesuatu.","Dewi Ratna, Dewi Khanti, Eyang Prabu, Dewi Prambanan",4,50,"0,80",E,1,,,,,,,,,,,,,,,,1,0,
62,1,Ada empat macam karakter atau olah yang diusulkan oleh Ki Hajar Dewantara untuk membangun kerja sama dan gotong royong. Jelaskan karakter-karakter tersebut?,"Olah pikir = Berpikiran kritis dalam segala situasi yang terjadi.

Olah hati = Melakukan suatu kegiatan berdasarkan hati nurani kita.

Olah raga = Memiliki sifat dan mental yang kuat.

Olah hati dan karsa = Kreatif dalam melakukan sesuatu.","1. Olah rasa
2. Olah hati
3. Olah pikir
4. Tidak mengharap imbalan",30,50,"6,00",C,3,,,,,,,,,,,,,,,,6,0,
63,1,Ada empat macam karakter atau olah yang diusulkan oleh Ki Hajar Dewantara untuk membangun kerja sama dan gotong royong. Jelaskan karakter-karakter tersebut?,"Olah pikir = Berpikiran kritis dalam segala situasi yang terjadi.

Olah hati = Melakukan suatu kegiatan berdasarkan hati nurani kita.

Olah raga = Memiliki sifat dan mental yang kuat.

Olah hati dan karsa = Kreatif dalam melakukan sesuatu.","1. sikap solidaritas
2. sikap persatuan
3. sikap saling tolong menolong
4. sikap persaudaraan
5. sikap peduli",30,50,"6,00",C,3,,,,,,,,,,,,,,,,6,0,
64,1,Ada empat macam karakter atau olah yang diusulkan oleh Ki Hajar Dewantara untuk membangun kerja sama dan gotong royong. Jelaskan karakter-karakter tersebut?,"Olah pikir = Berpikiran kritis dalam segala situasi yang terjadi.

Olah hati = Melakukan suatu kegiatan berdasarkan hati nurani kita.

Olah raga = Memiliki sifat dan mental yang kuat.

Olah hati dan karsa = Kreatif dalam melakukan sesuatu.","1. olah biru
Biasanya orang yang memiliki sikap olah biru ini cenderung lebih kreatif.
2. Olah merah
Biasanya orang yang memiliki karakter olah merah cenderung lebih pintar dalam mencari jalan keluar setiap masalah.
3. Olah hijau
Biasanya orang yang memiliki karakter ini cenderung lebih sabar dalam mengerjakan suatu pekerjaan.
4. Olah kuning
Biasanya orang dengan karakter olah kuning memiliki sikap yang lebih bisa menerima kelemahan setiap orang.",50,50,"10,00",A,5,,,,,,,,,,,,,,,,10,0,
65,1,Ada empat macam karakter atau olah yang diusulkan oleh Ki Hajar Dewantara untuk membangun kerja sama dan gotong royong. Jelaskan karakter-karakter tersebut?,"Olah pikir = Berpikiran kritis dalam segala situasi yang terjadi.

Olah hati = Melakukan suatu kegiatan berdasarkan hati nurani kita.

Olah raga = Memiliki sifat dan mental yang kuat.

Olah hati dan karsa = Kreatif dalam melakukan sesuatu.","  bersatu  untuk menjadikan indonesia sebagai negara yang makmur dan adil
  bersama-sama untuk memperthankan negara indonesia
  mempertahankan negara indonesia dari negara lain
  berjuang  untuk indonesia menjadi negara maju                                                                                                                                       ",30,50,"6,00",C,3,,,,,,,,,,,,,,,,6,0,
66,1,Ada empat macam karakter atau olah yang diusulkan oleh Ki Hajar Dewantara untuk membangun kerja sama dan gotong royong. Jelaskan karakter-karakter tersebut?,"Olah pikir = Berpikiran kritis dalam segala situasi yang terjadi.

Olah hati = Melakukan suatu kegiatan berdasarkan hati nurani kita.

Olah raga = Memiliki sifat dan mental yang kuat.

Olah hati dan karsa = Kreatif dalam melakukan sesuatu.","1. Olah hati: adalah karakter yang harmonis.
2. Olah pikir: adalah karakter yang pemikir.
3. Olah mental: adalah karakter yang berani dan memiliki mental yang kuat.
4. Olah kuat: adalah karakter yang tangguh dan kuat.",40,50,"8,00",B,4,,,,,,,,,,,,,,,,8,0,
67,1,Ada empat macam karakter atau olah yang diusulkan oleh Ki Hajar Dewantara untuk membangun kerja sama dan gotong royong. Jelaskan karakter-karakter tersebut?,"Olah pikir = Berpikiran kritis dalam segala situasi yang terjadi.

Olah hati = Melakukan suatu kegiatan berdasarkan hati nurani kita.

Olah raga = Memiliki sifat dan mental yang kuat.

Olah hati dan karsa = Kreatif dalam melakukan sesuatu.","1.  tidak  mudah menyerah dalam hal apapun
2.  disiplin waktu dalam melakukan apapun
3. tidak ,membeda bedakan ras agama dan suku
4. menghormati  sesama teman yang berbeda ras suku agama dan juga menghormati orang yang lebih tua",30,50,"6,00",C,3,,,,,,,,,,,,,,,,6,0,
