IDJwb,IDPSJ,questions_clean,answerKeys_clean,answer_clean,raw_grade,max_grade,grade,labela,label
45,1,"['ada empat macam karakter atau olah yang diusulkan oleh ki hajar dewantara untuk membangun kerja sama dan gotong royong', 'jelaskan karakter karakter tersebut']","['olah pikir adalah berpikiran kritis dalam segala situasi yang terjadi', 'olah hati adalah melakukan suatu kegiatan berdasarkan hati nurani kita', 'olah raga adalah memiliki sifat dan mental yang kuat', 'olah hati dan karsa adalah kreatif dalam melakukan sesuatu']","['olah raga', 'olah rasa', 'olah pikir', 'olah hati']",40,50,"8,00",B,4
46,1,"['ada empat macam karakter atau olah yang diusulkan oleh ki hajar dewantara untuk membangun kerja sama dan gotong royong', 'jelaskan karakter karakter tersebut']","['olah pikir adalah berpikiran kritis dalam segala situasi yang terjadi', 'olah hati adalah melakukan suatu kegiatan berdasarkan hati nurani kita', 'olah raga adalah memiliki sifat dan mental yang kuat', 'olah hati dan karsa adalah kreatif dalam melakukan sesuatu']","['olah hati adalah suka damai harmonis', 'olah pikir adalah hati hati teliti', 'olah raga adalah cerdas', 'olah rasa adalah kreatif komunikatif']",50,50,"10,00",A,5
47,1,"['ada empat macam karakter atau olah yang diusulkan oleh ki hajar dewantara untuk membangun kerja sama dan gotong royong', 'jelaskan karakter karakter tersebut']","['olah pikir adalah berpikiran kritis dalam segala situasi yang terjadi', 'olah hati adalah melakukan suatu kegiatan berdasarkan hati nurani kita', 'olah raga adalah memiliki sifat dan mental yang kuat', 'olah hati dan karsa adalah kreatif dalam melakukan sesuatu']","['olah hati adalah mengolah hati kita saat kita ingin melalukan apapun itu supaya yg kita lakukan menjadi baik', 'olah pikiran adalah gimana kita cara mengolah pikiran kita supaya berpikir sebelum melakukan', 'olah rasa adalah gimana kita cara mengolah perasaan kita suapaya tidak gampang emosi', 'solidaritas adalah saling menghargai satu sama lain atau berbeda suku atau agama supaya menciptakan kehidupan yang harmonis']",50,50,"10,00",A,5
48,1,"['ada empat macam karakter atau olah yang diusulkan oleh ki hajar dewantara untuk membangun kerja sama dan gotong royong', 'jelaskan karakter karakter tersebut']","['olah pikir adalah berpikiran kritis dalam segala situasi yang terjadi', 'olah hati adalah melakukan suatu kegiatan berdasarkan hati nurani kita', 'olah raga adalah memiliki sifat dan mental yang kuat', 'olah hati dan karsa adalah kreatif dalam melakukan sesuatu']","['sikap saling ingin membantu sesama', 'sikap yang ingin bekerja sama dan tidak egois', 'sikap baik dan selalu ramah kepada masyarakat yang ada didaerah tersebut', 'sikap yang saling empati kepada sesama tanpa membeda bedakan dari suku ras maupun agama']",30,50,"6,00",C,3
49,1,"['ada empat macam karakter atau olah yang diusulkan oleh ki hajar dewantara untuk membangun kerja sama dan gotong royong', 'jelaskan karakter karakter tersebut']","['olah pikir adalah berpikiran kritis dalam segala situasi yang terjadi', 'olah hati adalah melakukan suatu kegiatan berdasarkan hati nurani kita', 'olah raga adalah memiliki sifat dan mental yang kuat', 'olah hati dan karsa adalah kreatif dalam melakukan sesuatu']","['olah pikiran', 'olah raga', 'olah otak', 'olah tenaga']",35,50,"7,00",B,4
50,1,"['ada empat macam karakter atau olah yang diusulkan oleh ki hajar dewantara untuk membangun kerja sama dan gotong royong', 'jelaskan karakter karakter tersebut']","['olah pikir adalah berpikiran kritis dalam segala situasi yang terjadi', 'olah hati adalah melakukan suatu kegiatan berdasarkan hati nurani kita', 'olah raga adalah memiliki sifat dan mental yang kuat', 'olah hati dan karsa adalah kreatif dalam melakukan sesuatu']","['olah rasa', 'olah rasa adalah mengolah perasaan kita menjadi perasaan yang baik saat melakukan kerjasama dan gotong royong', 'olah pikiran', 'jika olah pikiran adalah mengelola pikiran kita menjadi baik saat kita melakukan kerjasama dan gotong royong', 'olah solidaritas', 'sikap yang menhargai saat kita melakukan kerjasama dan gotong royong', 'olah hati', 'saat kita mengelola hati kita menjadi baik saat melakukan kerjasama dan gotong royong']",50,50,"10,00",A,5
51,1,"['ada empat macam karakter atau olah yang diusulkan oleh ki hajar dewantara untuk membangun kerja sama dan gotong royong', 'jelaskan karakter karakter tersebut']","['olah pikir adalah berpikiran kritis dalam segala situasi yang terjadi', 'olah hati adalah melakukan suatu kegiatan berdasarkan hati nurani kita', 'olah raga adalah memiliki sifat dan mental yang kuat', 'olah hati dan karsa adalah kreatif dalam melakukan sesuatu']","['karakter biru adalah karakter biru itu biasanya cenderung ke orang yang suka menolong dan rendah hati', 'karakter kuning adalah karakter kuning biasanya cenderung dimiliki oleh para orang yang suka berolahraga karena biasanya karakter kuning itu orang orang yang kuat dan berani', 'karakter hijau adalah karakter hijau biasanya lebih cenderung mengajarkan ilmu ilmu pengetahuan contohnya tentang ilmu agama', 'karakter merah adalah karakter merah biasanya cenderung ke kereatifitas dan komukasi karakter merah gampang bergaul dengan orang lain']",50,50,"10,00",A,5
52,1,"['ada empat macam karakter atau olah yang diusulkan oleh ki hajar dewantara untuk membangun kerja sama dan gotong royong', 'jelaskan karakter karakter tersebut']","['olah pikir adalah berpikiran kritis dalam segala situasi yang terjadi', 'olah hati adalah melakukan suatu kegiatan berdasarkan hati nurani kita', 'olah raga adalah memiliki sifat dan mental yang kuat', 'olah hati dan karsa adalah kreatif dalam melakukan sesuatu']","['saling menolong', 'saling bekerjasama', 'sikap saling peduli dengan sesama', 'sikap rela berkorban']",30,50,"6,00",C,3
53,1,"['ada empat macam karakter atau olah yang diusulkan oleh ki hajar dewantara untuk membangun kerja sama dan gotong royong', 'jelaskan karakter karakter tersebut']","['olah pikir adalah berpikiran kritis dalam segala situasi yang terjadi', 'olah hati adalah melakukan suatu kegiatan berdasarkan hati nurani kita', 'olah raga adalah memiliki sifat dan mental yang kuat', 'olah hati dan karsa adalah kreatif dalam melakukan sesuatu']","['olah pikir adalah olah pikir adalah suatu kararter yang menggambarkan bahwa semakin kita dewasa kita harus mempunyai pikiran yang dewasa berfikir kritis', 'olah raga adalah olah raga adalah suatu karakter yang menggambarkan bahwa kita harus mempunyai tingkat kekreatifan', 'olah hati adalah olah hati adalah karakter yang menggambrkan sikap kerendah hatian yang dapat menimbulkan hal hal positif nanti nya', 'olah rasa adalah olah rasa adalah karakter yang menggambarkan bahwa setiap manusia harus mempunyai perasaan kpd sesama nya rasa tanggung jawab rasa ke pekaan dan lain sebagainya']",50,50,"10,00",A,5
54,1,"['ada empat macam karakter atau olah yang diusulkan oleh ki hajar dewantara untuk membangun kerja sama dan gotong royong', 'jelaskan karakter karakter tersebut']","['olah pikir adalah berpikiran kritis dalam segala situasi yang terjadi', 'olah hati adalah melakukan suatu kegiatan berdasarkan hati nurani kita', 'olah raga adalah memiliki sifat dan mental yang kuat', 'olah hati dan karsa adalah kreatif dalam melakukan sesuatu']","['mendapatkan lingkungan bersih', 'mendapatkkan lingkunngan indah']",20,50,"4,00",D,2
55,1,"['ada empat macam karakter atau olah yang diusulkan oleh ki hajar dewantara untuk membangun kerja sama dan gotong royong', 'jelaskan karakter karakter tersebut']","['olah pikir adalah berpikiran kritis dalam segala situasi yang terjadi', 'olah hati adalah melakukan suatu kegiatan berdasarkan hati nurani kita', 'olah raga adalah memiliki sifat dan mental yang kuat', 'olah hati dan karsa adalah kreatif dalam melakukan sesuatu']",['tolong menolong empati sikap salidaritas yang tinggi dan saling mendukung'],30,50,"6,00",C,3
56,1,"['ada empat macam karakter atau olah yang diusulkan oleh ki hajar dewantara untuk membangun kerja sama dan gotong royong', 'jelaskan karakter karakter tersebut']","['olah pikir adalah berpikiran kritis dalam segala situasi yang terjadi', 'olah hati adalah melakukan suatu kegiatan berdasarkan hati nurani kita', 'olah raga adalah memiliki sifat dan mental yang kuat', 'olah hati dan karsa adalah kreatif dalam melakukan sesuatu']","['mempererat kesaudaraan antar bangsa indonesia', 'membangun sosial yang baik', 'tidak bergantung dengan satu orang', 'pekerjaan yang berat menjadi gampang']",30,50,"6,00",C,3
57,1,"['ada empat macam karakter atau olah yang diusulkan oleh ki hajar dewantara untuk membangun kerja sama dan gotong royong', 'jelaskan karakter karakter tersebut']","['olah pikir adalah berpikiran kritis dalam segala situasi yang terjadi', 'olah hati adalah melakukan suatu kegiatan berdasarkan hati nurani kita', 'olah raga adalah memiliki sifat dan mental yang kuat', 'olah hati dan karsa adalah kreatif dalam melakukan sesuatu']","['olah pikiran', 'olah hati', 'olah raga', 'olah rasa atau karsa']",40,50,"8,00",B,4
58,1,"['ada empat macam karakter atau olah yang diusulkan oleh ki hajar dewantara untuk membangun kerja sama dan gotong royong', 'jelaskan karakter karakter tersebut']","['olah pikir adalah berpikiran kritis dalam segala situasi yang terjadi', 'olah hati adalah melakukan suatu kegiatan berdasarkan hati nurani kita', 'olah raga adalah memiliki sifat dan mental yang kuat', 'olah hati dan karsa adalah kreatif dalam melakukan sesuatu']","['olah raga adalah mengolah raga kita untuk membantu orang lain', 'olah rasa adalah mengolah rasa atau perasaan kita terhadap sekitar', 'olah pikir adalah mengolah pikiran dari diri kita', 'olah hati adalah mengolah hati terhadap kondisi atau situasi sekitar']",50,50,"10,00",A,5
59,1,"['ada empat macam karakter atau olah yang diusulkan oleh ki hajar dewantara untuk membangun kerja sama dan gotong royong', 'jelaskan karakter karakter tersebut']","['olah pikir adalah berpikiran kritis dalam segala situasi yang terjadi', 'olah hati adalah melakukan suatu kegiatan berdasarkan hati nurani kita', 'olah raga adalah memiliki sifat dan mental yang kuat', 'olah hati dan karsa adalah kreatif dalam melakukan sesuatu']","['olah rasa adalah olah rasa adalah sifat yang kreatif dan mempunyai ide', 'olah pikir adalah olah pikir adalah suatu pikiran yang akademis dan logika', 'olah raga adalah olah raga adalah sifat yang berjiwa bergerak dan membantu sesama', 'olah hati adalah olah hati adalah perasaan yang empati seperti baik peduli dan ingin saling menghargai sesama']",50,50,"10,00",A,5
60,1,"['ada empat macam karakter atau olah yang diusulkan oleh ki hajar dewantara untuk membangun kerja sama dan gotong royong', 'jelaskan karakter karakter tersebut']","['olah pikir adalah berpikiran kritis dalam segala situasi yang terjadi', 'olah hati adalah melakukan suatu kegiatan berdasarkan hati nurani kita', 'olah raga adalah memiliki sifat dan mental yang kuat', 'olah hati dan karsa adalah kreatif dalam melakukan sesuatu']","['olah hati artinya seseorang mempunyai sifat yang bersemangat dan baik suka membantu', 'olah pikir artinya seseorang memiliki sifat yang cenderung lebih suka mencapai tujuan tertentu secara individu dan juga pasti merasa kurang dengan hasil yang didapat seperti dalam pendidikan menginginkan nilai seratus dalam semua mata pelajaran', 'olah raga artinya seseorang bukan hanya memiliki tubuh yang kuat akan tetapi juga ada sifat pekerja keras sopan dan disiplin dalam latihan', 'contohnya dalam pertandingan bulutangkis ganda putra yang badan nya kecil cenderung mengambil cock bagian depan net atau shuttlecock dan yang badan nya tinggi berada di bagian belakang untuk melakukan smash yang kencang', 'olah rasa artinya seseorang memiliki karakter yang baik dan cenderung lebih semangat']",50,50,"10,00",A,5
61,1,"['ada empat macam karakter atau olah yang diusulkan oleh ki hajar dewantara untuk membangun kerja sama dan gotong royong', 'jelaskan karakter karakter tersebut']","['olah pikir adalah berpikiran kritis dalam segala situasi yang terjadi', 'olah hati adalah melakukan suatu kegiatan berdasarkan hati nurani kita', 'olah raga adalah memiliki sifat dan mental yang kuat', 'olah hati dan karsa adalah kreatif dalam melakukan sesuatu']",['dewi ratna dewi khanti eyang prabu dewi prambanan'],4,50,"0,80",E,1
62,1,"['ada empat macam karakter atau olah yang diusulkan oleh ki hajar dewantara untuk membangun kerja sama dan gotong royong', 'jelaskan karakter karakter tersebut']","['olah pikir adalah berpikiran kritis dalam segala situasi yang terjadi', 'olah hati adalah melakukan suatu kegiatan berdasarkan hati nurani kita', 'olah raga adalah memiliki sifat dan mental yang kuat', 'olah hati dan karsa adalah kreatif dalam melakukan sesuatu']","['olah rasa', 'olah hati', 'olah pikir', 'tidak mengharap imbalan']",30,50,"6,00",C,3
63,1,"['ada empat macam karakter atau olah yang diusulkan oleh ki hajar dewantara untuk membangun kerja sama dan gotong royong', 'jelaskan karakter karakter tersebut']","['olah pikir adalah berpikiran kritis dalam segala situasi yang terjadi', 'olah hati adalah melakukan suatu kegiatan berdasarkan hati nurani kita', 'olah raga adalah memiliki sifat dan mental yang kuat', 'olah hati dan karsa adalah kreatif dalam melakukan sesuatu']","['sikap solidaritas', 'sikap persatuan', 'sikap saling tolong menolong', 'sikap persaudaraan', 'sikap peduli']",30,50,"6,00",C,3
64,1,"['ada empat macam karakter atau olah yang diusulkan oleh ki hajar dewantara untuk membangun kerja sama dan gotong royong', 'jelaskan karakter karakter tersebut']","['olah pikir adalah berpikiran kritis dalam segala situasi yang terjadi', 'olah hati adalah melakukan suatu kegiatan berdasarkan hati nurani kita', 'olah raga adalah memiliki sifat dan mental yang kuat', 'olah hati dan karsa adalah kreatif dalam melakukan sesuatu']","['olah biru', 'biasanya orang yang memiliki sikap olah biru ini cenderung lebih kreatif', 'olah merah', 'biasanya orang yang memiliki karakter olah merah cenderung lebih pintar dalam mencari jalan keluar setiap masalah', 'olah hijau', 'biasanya orang yang memiliki karakter ini cenderung lebih sabar dalam mengerjakan suatu pekerjaan', 'olah kuning', 'biasanya orang dengan karakter olah kuning memiliki sikap yang lebih bisa menerima kelemahan setiap orang']",50,50,"10,00",A,5
65,1,"['ada empat macam karakter atau olah yang diusulkan oleh ki hajar dewantara untuk membangun kerja sama dan gotong royong', 'jelaskan karakter karakter tersebut']","['olah pikir adalah berpikiran kritis dalam segala situasi yang terjadi', 'olah hati adalah melakukan suatu kegiatan berdasarkan hati nurani kita', 'olah raga adalah memiliki sifat dan mental yang kuat', 'olah hati dan karsa adalah kreatif dalam melakukan sesuatu']","['bersatu untuk menjadikan indonesia sebagai negara yang makmur dan adil', 'bersama sama untuk memperthankan negara indonesia', 'mempertahankan negara indonesia dari negara lain', 'berjuang untuk indonesia menjadi negara maju']",30,50,"6,00",C,3
66,1,"['ada empat macam karakter atau olah yang diusulkan oleh ki hajar dewantara untuk membangun kerja sama dan gotong royong', 'jelaskan karakter karakter tersebut']","['olah pikir adalah berpikiran kritis dalam segala situasi yang terjadi', 'olah hati adalah melakukan suatu kegiatan berdasarkan hati nurani kita', 'olah raga adalah memiliki sifat dan mental yang kuat', 'olah hati dan karsa adalah kreatif dalam melakukan sesuatu']","['olah hati adalah adalah karakter yang harmonis', 'olah pikir adalah adalah karakter yang pemikir', 'olah mental adalah adalah karakter yang berani dan memiliki mental yang kuat', 'olah kuat adalah adalah karakter yang tangguh dan kuat']",40,50,"8,00",B,4
