IDJwb,IDPSJ,grade,psj_idx,grade_num,is_synthetic,inverse_words
123,2,3,1,3,0,"Not Responding adalah suatu keadaan dimana software yang mengalami kegagalan perintah, dan mengakibatkan software tidak dapat memahami apa yang diperintahkan, kemudian komputer pun akan memberikan sebuah pertanyaan apakah mau menunggu atau mengakhiri aplikasi ( sofware ) secara paksa. Sedangkan Hang adalah sebuah sistem tidak dapat menanggapi semua perintah yang ingin dimasukkan dan bisa jadi mengarah kepada kerusakan pada komputer tersebut."
124,2,8,1,8,0,Apabila sistem operasi meminta program untuk mengerjakan sesuatu namun tidak dapat memahami perintahnya sehingga tidak menjalankannya dalam beberapa waktu yang telah ditentukan maka akan terjadi 'not responding'. Apabila program tidak dapat keluar dari permasalahan tersebut maka kejadian tersebut disebut 'hang'.
125,2,3,1,3,0,Not responding adalah software mengalami kegagalan perintah sehingga tidak dapat memahami apa yang diperintahkan Hang adalah sistem operasi tidak bisa menanggapi segala perintah yang ada
126,2,1,1,1,0,"not responding terjadi jika dalam suatu aplikasi terdapat kekurangan data pada sistem, sedangkan hang hanya merupakan suatu perintah bahwa komputer nge-freeze atau berhenti sejenak."
127,2,10,1,10,0,"Jika sistem operasi memberikan sebuah perintah pada proses kemudian proses tersebut gagal menjalankannya dalam batas waktu tertentu, ini disebut not responding. recoverable sedangkan Jika proses tidak pernah keluar dari kondisi not responding, kemungkinan besar terjadi deadlock, kemudian proses akan hang atau unrecoverable"
128,2,10,1,10,0,"Not Responding (recoverable) Kondisi dimana proses gagal berjalan dalam rentang waktu tertentu, tetapi kondisi ini masih dapat kembali normal. Hang (unrecoverable) Kondisi diamna proses tidak dapat berjalan lagi dari kondisi not responding, kondisi ini sudah tidak dapat berjalan kembali."
129,2,8,1,8,0,not responding itu masih recoverable yang berarti proses gagal menjalankannya dalam batas waktu tertentu - hang sifatnya unrecoverable yang artinya sistem pada komputer yang tidak dapat merespon/menanggapi semua perintah yang telah dimasukkan
130,2,8,1,8,0,not responding adalah jika sistem operasi memberikan sebuah perintah pada proses kemudian gagal menjalankannya dalam batas waktu tertentu hang adalah jika proses tidak pernah keluar dari kondisi not responding dan terjadi deadlock.
131,2,8,1,8,0,"Not responding merupakan kondisi di mana perintah yang diberikan oleh sistem operasi kepada suatu proses gagal dilakukan sehingga terjadilah not responding. Sedangkan hang merupakan kondisi di mana sebuah proses sudah dalam kondisi not respoding yang lama dan kemungkinan terjadi deadlock sehingga proses menajadi hang. Kondisi not responding terkadang masih bisa diatasi, namun hang tidak bisa diatasi lagi."
132,2,8,1,8,0,not responding adalah kejadian dimana sistem operasi memberikan sebuah perintah pada proses kemudian proses gagal menjalankannya dalam batas waktu tertentu sedangkan hang adalah proses dimana proses tidak pernah keluar dari kondisi not responding dan akan terjadi deadlock
133,2,3,1,3,0,"Not Responding merupakan suatu keadaan dimana software yang digunakan mengalami gagal dalam memahami perintah sehingga komputer akan memberikan pilihan apakah ingin menunggu atau memberhentikan secara paksa. sedangkan, Hang merupakan keadaan dimana sistem operasi tidak menanggapi semua perintah dari hardware pada kondisi ini dapat disimpulkan bahwa terdapat kerusakan pada komponen komputer."
134,2,3,1,3,0,Hang : OS yang tidak dapat menanggapi segala perintah yang dimasukkan. Not Responding : adalah suatu keadaan dimana software yang dugunakan mengalami kegagalan perintah.
135,2,10,1,10,0,"Perbedaan antara ""not responding"" dan ""hang"" terletak pada tingkat kegagalan aplikasi. ""Not responding"" terjadi ketika aplikasi berhenti merespons sementara, biasanya karena proses yang sedang berjalan memakan waktu lama atau terbebani, tetapi aplikasi masih aktif dan mungkin pulih setelah beberapa waktu. Sementara itu, ""hang"" adalah kondisi di mana aplikasi benar-benar berhenti bekerja tanpa ada kemungkinan pemulihan, sehingga memerlukan penutupan paksa atau restart."
136,2,10,1,10,0,"Perbedaan antara ""not responding"" dan ""hang"" terletak pada sifat dan durasi masalah yang dialami oleh aplikasi. ""Not responding"" biasanya menunjukkan bahwa aplikasi tidak merespons input pengguna untuk sementara waktu, tetapi masih dapat pulih dan melanjutkan operasi setelah beban kerja selesai. Sebaliknya, ""hang"" merujuk pada keadaan di mana aplikasi sepenuhnya terhenti dan tidak dapat berfungsi lagi, sehingga memerlukan penutupan paksa atau restart untuk kembali beroperasi. Dengan kata lain, ""not responding"" bersifat sementara, sementara ""hang"" menunjukkan keadaan yang lebih permanen."
137,2,10,1,10,0,"""Not responding"" biasanya merujuk pada aplikasi yang tidak memberikan respons terhadap input pengguna untuk sementara waktu, tetapi masih berjalan di latar belakang. Ini bisa terjadi ketika aplikasi sibuk dengan tugas yang berat atau mengalami deadlock sementara. Sedangkan ""hang"" mengacu pada kondisi di mana aplikasi benar-benar berhenti bekerja dan tidak dapat melanjutkan operasi, sering kali membutuhkan pemaksaan untuk menutup aplikasi tersebut karena sistem tidak bisa memulihkan keadaannya secara otomatis."
138,2,6,1,6,0,Not responding bersifat recoverable sedangkan hang bersifat non-recoverable.
139,2,6,1,6,0,"Not responding berarti sistem tidak bisa merespon dan mungkin pulih dalam beberapa saat, sedangkan hang tidak."
140,2,6,1,6,0,"""Not responding"" berarti sistem tidak dapat memberikan respons dan mungkin akan pulih setelah beberapa saat, sementara ""hang"" tidak menunjukkan kemungkinan pemulihan."
141,2,6,1,6,0,"""Not responding"" berarti sistem tidak mampu memberikan respons dan ada kemungkinan untuk pulih setelah sementara waktu, sedangkan ""hang"" tidak menunjukkan harapan untuk kembali berfungsi."
142,2,6,1,6,0,"Not responding adalah situasi di mana sistem operasi tidak dapat menjalankan perintah yang diberikan kepada suatu proses. Sementara itu, hang adalah kondisi di mana suatu proses telah mengalami not responding dalam jangka waktu yang lama."
143,3,1,2,1,0,perintah yang digunakan untuk membuka sebuah device yang akan digunakan.
144,3,10,2,10,0,proses mengkaitkan sebuah sistem berkas yang baru ditemukan pada sebuah piranti ke struktur direktori utama yang sedang dipakai.
145,3,6,2,6,0,"Mounting merupakan proses paling awal sebelum membuka sebuah direktori, yaitu dengan membuat sebuah direktori baru yang menjadi sub-tree dari tempat file system tersebut diletakan"
146,3,1,2,1,0,"mounting tu memasang harddisk pak, atau maksudnya settingannya kadang hdd awalnya kadang format RAW atau MBR harus dipindah ke GPT biar enak. kalau urusan partisi atau volume berarti cuma antara mengatur ukuran hdd yang dialokasikan, enable disable volume, extend, sama shrink."
147,3,10,2,10,0,"Mounting merupakan tindakan mengasosiasikan storage device (flashdisk,HDD,CDROM dll) ke lokasi tertentu pada directory tree linux (dibawah root directory /), hal ini perlu dilakukan karena Linux hanya mempunyai satu directory tree dengan induk atau root directory yang diberi simbol slash atau garis miring."
148,3,6,2,6,0,"Mounting adalah proses paling awal sebelum membuka direktori, yaitu dengan membuat sebuah direktori baru yang menjadi sub-tree dari tempat file system tersebut diletakkan, dimana sistem operasi membuat file dan direktori pada perangkat penyimpanan (seperti hard drive, CD-ROM, atau jaringan berbagi)."
149,3,1,2,1,0,tidak ada jawaban
150,3,8,2,8,0,Mounting adalah sebuah proses dimana sistem operasi membentuk suatu direktori yang menjadi sub-tree pada perangkat penyimpanan supaya pengguna bisa mengakses melalui sistem file komputer
151,3,10,2,10,0,mount adalah sebuah partisi. mounting merupakan proses mengaitkan sebuah sistem berkas yang baru ditemukan pada sebuah piranti ke struktur diretori utama yang sedang di pakai.
152,3,10,2,10,0,"Mounting merupakan tindakan mengasosiasikan storage device (flashdisk,HDD, dll) ke lokasi tertentu pada directory partisi"
153,3,10,2,10,0,"mounting adalah sebuah partisi : Mounting/ mount adalah perintah yang digunakan untuk membuka sebuah device yang akan digunakan. Di Linux, sebuah device disimpan sebagai folder di direktori /dev, dan untuk membukanya dilakukan proses Mounting yakni proses mengaitkan sebuah sistem device pada sebuah struktur direktori utama yang sedang dipakai. Device yang dimaksud disini adalah Hardisk. Penting diketahui tentang Penamaan partisi hardisk pada OS Linux, silahkan baca ini, Analogi Partisi dengan Struktur Direktory Linux."
154,3,8,2,8,0,Mounting adalah Tindakan membuat filesystem agar dapat diakses serta menyimpan lokasi mount volume dan membuat sub try baru.
155,3,6,2,6,0,"Mounting sebuah partisi atau volume adalah proses yang paling awal sebelum membuka sebuah direktori atau tindakan mengasosiasikan storage device, yaitu dengan membuat sebuah direktori baru yang menjadi sub-tree dari tempat file system tersebut diletakkan"
156,3,6,2,6,0,"proses paling awal sebelum membuka sebuah direktori, yaitu dengan membuat sebuah direktori baru yang menjadi sub-tree dari tempat file system tersebut diletakkan"
157,3,8,2,8,0,Mounting adalah sebuah proses alokasi Storage seperti Flashdisk/SSD/HDD pada sistem operasi agar file system dapat mengaksesnya pada directory dan diberi label (contohnya seperti F: atau D:).
158,3,6,2,6,0,"proses dimana sistem operasi membuat file dan direktori pada perangkat penyimpanan (seperti hard drive , CD-ROM , atau jaringan berbagi ) tersedia bagi pengguna untuk mengakses melalui sistem file komputer. Sebuah mount point adalah lokasi di partisi yang digunakan sebagai filesystem root"
159,3,10,2,10,0,"mounting adalah proses menyambungkan sebuah partisi atau volume ke sebuah pointer yang bisa diakses oleh sebuah sistem operasi. sebagai contoh, jika di Windows, proses mounting partisi akan disambung ke drive."
160,3,6,2,6,0,"Mounting adalah proses dimana sistem operasi membuat file dan direktori pada perangkat penyimpanan (seperti hard drive, CD-ROM, atau jaringan berbagi) tersedia bagi pengguna untuk mengakses melalui sistem file komputer."
161,3,8,2,8,0,Mounting adalah proses mengaitkan sebuah sistem berkas yang baru ditemukan pada sebuah piranti ke struktur diretori utama yang sedang di pakai.
162,3,6,2,6,0,Mounting merupakan proses sebelum membuka sebuah direktori yaitu dengan membuat sebuah direktori baru sebagai sub tree dari direktori yang akan dibuka.
163,3,1,2,1,0,Mounting adalah proses mengaktifkan sebuah sistem device yang sedang dipakai.
164,3,5,2,5,0,"Mounting adalah sebuah partisi, karena proses mounting ini yang membagikan atau mengkaitkan sebuah sistem berkas yang baru ditemukan pada sebuah piranti ke struktur direktori utama yang sedang dipakai."
165,3,6,2,6,0,"merupakan proses awal sebelum dibukanya sebuah direktori, yaitu dengan membuat sebuah direktori baru yang menjadi sub-tree dari tempat file system diletakkan."
166,3,4,2,4,0,Mounting adalah : melakukan pengaturan terhadap OS agar isi didalam partisi dapat berjalan di OS dan menempati posisi drive di OS
167,3,10,2,10,0,"mounting volume yang dinyatakan terbuka oleh SO server kemudian dapat di-mount pada struktur data SO klien. secara lokal dianggap sebagai cabang dari struktur data setempat, kemudian di-mount pada mount point yang ditunjuk oleh SO, misalnya network drive di Windows, kemudian SO klien menciptakan struktur data on-memory lokal (Virtual File System)"
168,3,8,2,8,0,mounting adalah sebuah proses memasukkan sebuah file jadi atau mentah kedalam mount table yang dilakukan melalui partisi sebuah file jadi atau mentah. kemudian pada saat pemasangan file akan diperiksa apakah metadatanya benar? jika tidak maka coba kembali dan jika iya maka file dimasukkan kedalam mount table dan access diberikan.
169,3,6,2,6,0,"Mounting adalah proses yang dilakukan ketika akan membuka sebuah direktori. Proses yang dilakukan adalah membuat direktori baru, direktori baru ini menjadi sub tree untuk tempat dari file sistem yang akan ditaruh."
170,3,6,2,6,0,proses paling awal sebelum membuka directory yaitu dengan membuat directory baru yang menjadi sub-tree dari tempat file system tersebut diletakan.
171,3,1,2,1,0,Mount adalah perintah untuk membuka sebuah device yang akan digunakan.
172,3,4,2,4,0,Mounting berarti mengatur sistem operasi agar dapat mengakses isi partisi dan menempatkannya pada drive tertentu di sistem operasi tersebut.
173,3,4,2,4,0,Mounting adalah sebuah partisi yang terkait dengan proses menghubungkan sistem berkas yang baru ditemukan pada perangkat tertentu ke dalam struktur direktori utama yang sedang aktif.
174,3,4,2,4,0,Mounting adalah partisi baru yang ditambahkan dalam suatu sistem direktori.
175,3,8,2,8,0,"Mounting adalah, melakukan setting terhadap OS agar isi didalam partisi, dapat berjalan di OS dan menempati posisi drive di OS. Biasanya terjadi di dalam menginstall game, seperti ingin menginstall game cyberpunk 2077 bajakan, jika bentuk partisinya harus dibuka menjadi drive, harus melakukan mounting terlebih dahulu."
176,4,10,3,10,0,Representasi fisik dalam konsep penyimpanan berkas di computer yaitu Keadaan ketika komputer mengakses data tertentu yang disimpan di media penyimpanan dengan menggunakan dan melihat lokasi atau lokasi fisiknya. Contohnya Ketika computer sedang membaca file pada sebuah hard disk. Representasi logis yaitu Ketika kita atau seseorang melihat file atau dokumen yang disimpan dalam folder tertentu pada drive atau partisi tertentu. Contohnya Ketika kita sedang membuka dan melihat file yang berada pada suatu folder di partisi D.
177,4,4,3,4,0,"Penyimpanan fisik adalah media penyimpanan merupakan peralatan fisik yang menyimpan representasi data dan terbagi dalam 2 golongan ya itu penyimpanan primer dan penyimpanan sekunder. Contoh : Harddisk, Flaskdisk; Representasi Logis adalah adalah proses yang membentuk kesimpulan dan menarik suatu inferensi berdasarkan fakta yang sudah ada. Contoh : Script, Informasi"
178,4,4,3,4,0,"Penyimpanan representasi fisik adalah media penyimpanan peralatan fisik yang menyimpan representasi data dan terbagi dalam 2 golongan yaitu primer dan sekunder. Penyimpanan representasi logis adalah, menggunakan logis formal untuk merepresentasikan basis pengetahuan. Representasi yang menggunakan logis yang paling banyak digunakan adalah representasi yang menggunakan kalkulus predikat orde pertama. Penyimpanan fisik : Harddisk ; Penyimpanan logis : data dan informasi"
179,4,4,3,4,0,"Representasi fisik dalam konsep penyimpanan berkas adalah penyimpanan yang bersifat fisik dan dapat digunakan untuk menyimpan berkas berkas dalam jangka waktu lama. Contohnya adalah Harddisk dan memori internal. Sedangkan Representasi logis adalah penyimpanan yang bersifat volatile, dan dapat di reset sewaktu waktu. Contohnya adalah RAM dan penyimpanan Cache di komputer."
180,4,4,3,4,0,"Representasi fisik adalah Spesifikasi Dari struktur data sesuai dengan implementasinya dalam memori komputer dan kesediaan dalam Bahasa pemrograman. Representasi Jenis ini menggunakan ekspresi-ekspresi dalam logila formal untuk merepresentasikan basis pengetahuan, pada dasarnya proses logika adalah proses membentuk kesimpulan dan menarik suatu inferensi berdasarkan fakta yang telah ada."
181,4,3,3,3,0,"Representasi Fisik itu bersifat selamanya dan Representasi Logis itu bersifat Volitile atau sementara. Contoh: Hard Disk, Memory Internal, dan lain-lain"
182,4,4,3,4,0,"Representasi fisik adalah media penyimpanan merupakan peralatan fisik yang menyimpan representasi data.terbagi menjadi 2 golongan yakni: Penyimpanan primer: kecepatan akses tinggi, kapasitas lebih kecil, dan harganya relatif mahal. Penyimpanan sekunder: kecepatan akses rendah, kapasitas besar, dan harganya relatif murah; Representasi logis adalah penggambaran data menggunakan mode Entity Relationship (E-R), model objek, model semantik, dan lain-lain."
183,4,4,3,4,0,"Representasi Fisik : Penyimpanan yang memiliki sifat fisik, dan menyimpan data yang besar dan banyak. Contoh : Flashdisk, Hardisk, dll ; Representasi Logis : Penyimpanan yang bersifat tidak permanen dan volatile. Contoh : Ram, Cache, dll"
184,4,3,3,3,0,Penyimpanan logis merupakan penyimpanan yang dihasilkan suatu program sedangkan penyimpanan fisik itu merupakan penyimpanan yang dapat dilihat oleh unit memori.Contoh penyimpanan logis itu tipe file blob sedangkan contoh penyimpanan fisik seperti folder yang berisi file2.
185,4,2,3,2,0,"Memori merupakan istilah generik yang merujuk pada media penyimpanan data sementara pada komputer. Setiap program dan data yang sedang diproses oleh prosesor akan disimpan di dalam memori fisik. Data yang disimpan dalam memori fisik bersifat sementara, karena data yang disimpan di dalamnya akan tersimpan selama komputer tersebut masih dialiri daya . Ketika komputer itu direset atau dimatikan, data yang disimpan dalam memori fisik akan hilang. Oleh karena itulah, sebelum mematikan komputer, semua data yang belum disimpan ke dalam media penyimpanan permanen, sehingga data tersebut dapat dibuka kembali di lain kesempatan Contohya Alamat logis dihasilkan oleh CPU, menurut buku. Saya berasumsi ketika kode dikompilasi untuk suatu program, program memiliki tidak ide di mana kode akan dimuat dalam memori. Semua yang dikompilasi dilakukan adalah membuat sketsa umum tata letak program dan bagaimana gambar harus ditata, tetapi tidak menetapkan alamat nyata untuk itu. Ketika program dijalankan, CPU mengambil gambar tata letak ini yang dibuat oleh kompiler dan membagikan beberapa alamat (yang logis) ke yang dihasilkan dari kode."
